vendor,model,model_series,reasoning_effort,n_records,n_calls,n_success_dashboard,n_failure_dashboard,n_excluded_dashboard,n_unfinalized_dashboard,success_rate_dashboard,failure_rate_dashboard,success_rate_over_all_calls,failure_rate_over_all_calls,n_success_is_success,n_fail_is_success,n_http_2xx,n_http_4xx_plus,n_status_null,group_min_created_at_cst,group_max_created_at_cst,sum_input_tokens,sum_cache_read_tokens,sum_cache_write_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_cache_read_tokens,avg_cache_write_tokens,avg_output_tokens,avg_total_tokens,sum_cost_usd,avg_cost_usd,avg_cost_success_dashboard,avg_cost_failure_dashboard,avg_cost_success_flag,avg_cost_failure_flag,sum_cost_input_base,sum_cost_cache_read_base,sum_cost_cache_write_base,sum_cost_output_base,sum_cost_input_billed,sum_cost_cache_read_billed,sum_cost_cache_write_billed,sum_cost_output_billed,sum_cost_breakdown_total,n_with_cost_breakdown,n_without_cost_breakdown,cache_hit_rate_token_weighted,cache_hit_rate_request_avg,p50_cost_usd,p90_cost_usd,max_cost_usd,stddev_cost_usd,p50_input_tokens,p90_input_tokens,max_input_tokens,stddev_input_tokens,p50_cache_read_tokens,p90_cache_read_tokens,max_cache_read_tokens,stddev_cache_read_tokens,p50_cache_write_tokens,p90_cache_write_tokens,max_cache_write_tokens,stddev_cache_write_tokens,p50_output_tokens,p90_output_tokens,max_output_tokens,stddev_output_tokens,p50_duration_ms,p90_duration_ms,max_duration_ms,stddev_duration_ms,p50_ttfb_ms,p90_ttfb_ms,max_ttfb_ms,stddev_ttfb_ms,n_duration_null,n_input_null,n_output_null,n_cache_read_null,n_cache_write_null,n_cost_null,n_cost_zero,n_cost_negative,n_negative_tokens,n_price_cloud_official,n_price_cloud_exact,n_price_local_manual,n_price_priority_fallback,n_price_source_null,most_common_price_source
deepseek,deepseek-flash,deepseek-flash,low,13,13,12,0,1,0,1.000000,0.000000,0.923077,0.000000,12,1,12,1,0,2026-09-15 15:01:07,2026-09-18 18:28:48,18429,50816,0,2790,72035,1417.615385,3908.923077,0.000000,214.615385,5541.153846,0.2754478800,0.0211882985,0.0229539900,,0.0229539900,0.0000000000,0.0368580000,0.0020326400,0.0000000000,0.0223200000,0.1658610000,0.0091468800,0.0000000000,0.1004400000,0.2754478800,12,1,0.733858,0.744353,0.0121136400,0.0518809680,0.0682290000,0.0200070106,210.000000,4815.400000,6393,2109.944491,5248.000000,5555.200000,5888,2278.145535,0.000000,0.000000,0,0.000000,239.000000,265.400000,297,76.923705,3160.000000,68945.800000,136647,40344.098701,2978.000000,26814.000000,79018,21597.574761,0,1,1,1,13,0,1,0,0,0,0,12,0,1,local_manual
openai,gpt-5.6-sol,gpt-sol,none,13,13,10,3,0,0,0.769231,0.230769,0.769231,0.230769,10,3,10,3,0,2026-08-27 13:05:00,2026-09-15 17:31:25,10560,3840,0,141,14541,812.307692,295.384615,0.000000,10.846154,1118.538462,0.0557950000,0.0042919231,0.0055795000,0.0000000000,0.0055795000,0.0000000000,0.0501850000,0.0019200000,0.0000000000,0.0036900000,0.0501850000,0.0019200000,0.0000000000,0.0036900000,0.0557950000,10,3,0.266667,0.081546,0.0027200000,0.0062096000,0.0253450000,0.0065934791,480.000000,931.400000,4979,1289.068422,0.000000,0.000000,3840,1065.024377,0.000000,0.000000,0,0.000000,13.000000,16.000000,17,6.427106,8315.000000,53104.400000,69009,22508.248489,7478.000000,20187.000000,60164,17043.302791,0,3,3,3,3,0,3,0,0,4,0,6,0,3,local_manual
anthropic,claude-opus-4-6,claude-opus,high,12,12,12,0,0,0,1.000000,0.000000,1.000000,0.000000,12,0,12,0,0,2026-08-28 11:18:48,2026-09-02 20:29:31,17736,0,607,206,18549,1478.000000,0.000000,50.583333,17.166667,1545.750000,0.0976237500,0.0081353125,0.0081353125,,0.0081353125,,0.0886800000,0.0000000000,0.0037937500,0.0051500000,0.0886800000,0.0000000000,0.0037937500,0.0051500000,0.0976237500,12,0,0.000000,0.000000,0.0032750000,0.0236935000,0.0399837500,0.0119961928,571.000000,4639.700000,7173,2222.144664,0.000000,0.000000,0,0.000000,0.000000,0.000000,607,175.225807,17.000000,19.900000,23,2.691175,3482.000000,5063.000000,5312,1094.448678,3291.000000,4709.200000,5176,975.619787,0,0,0,1,1,0,0,0,0,12,0,0,0,0,cloud_official
deepseek,deepseek/deepseek-v4-flash,deepseek-flash,high,12,12,1,0,11,0,1.000000,0.000000,0.083333,0.000000,1,11,1,11,0,2026-08-09 10:39:23,2026-08-10 00:44:04,0,0,0,121,121,0.000000,0.000000,0.000000,10.083333,10.083333,0.0000067760,0.0000005647,0.0000067760,,0.0000067760,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000338800,0.0000000000,0.0000000000,0.0000000000,0.0000067760,0.0000067760,1,11,,,0.0000000000,0.0000000000,0.0000067760,0.0000019561,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,121,34.929691,1125.500000,11388.300000,15543,4922.372385,14320.000000,14320.000000,14320,,0,11,11,12,12,0,11,0,0,1,0,0,0,11,cloud_official
openai,codex-auto-review,gpt-luna,medium,11,11,6,5,0,0,0.545455,0.454545,0.545455,0.454545,6,5,6,5,0,2026-08-31 08:32:56,2026-08-31 08:37:34,288861,586240,0,2069,877170,26260.090909,53294.545455,0.000000,188.090909,79742.727273,0.0719798000,0.0065436182,0.0119966333,0.0000000000,0.0119966333,0.0000000000,0.0577722000,0.0117248000,0.0000000000,0.0024828000,0.0577722000,0.0117248000,0.0000000000,0.0024828000,0.0719798000,6,5,0.669911,0.666705,0.0030541600,0.0288147600,0.0288315600,0.0111485177,380.000000,139295.000000,142859,56786.803274,3328.000000,145664.000000,146688,72645.458634,0.000000,0.000000,0,0.000000,37.000000,565.000000,741,268.115816,4341.000000,14047.000000,16523,6004.136291,3900.000000,11188.000000,12275,3869.049065,0,5,5,5,5,0,5,0,0,6,0,0,0,5,cloud_official
openai,gpt-6-astra,gpt-astra,none,11,11,9,0,2,0,1.000000,0.000000,0.818182,0.000000,9,2,9,2,0,2026-09-06 01:32:00,2026-09-08 09:16:51,632240,83840,0,1290,717370,57476.363636,7621.818182,0.000000,117.272727,65215.454545,6.4829575000,0.5893597727,0.7203286111,,0.7203286111,0.0000000000,6.3224000000,0.0838400000,0.0000000000,0.0645000000,6.3334925000,0.0838400000,0.0000000000,0.0656250000,6.4829575000,9,2,0.117082,0.065070,0.0109725000,1.4085480000,1.4531400000,0.6790362097,637.000000,137662.000000,144679,66761.582835,0.000000,38144.000000,38400,15222.785907,0.000000,0.000000,0,0.000000,67.000000,211.000000,572,167.772519,16471.000000,124998.000000,125136,50869.900554,8726.000000,55528.400000,113550,36207.739426,0,2,2,2,2,0,2,0,0,9,0,0,0,2,cloud_official
anthropic,claude-opus-4-7,claude-opus,xhigh,10,10,9,0,1,0,1.000000,0.000000,0.900000,0.000000,9,1,9,1,0,2026-08-25 01:17:49,2026-09-11 12:47:39,1760,76603,107234,5453,191050,176.000000,7660.300000,10723.400000,545.300000,19105.000000,1.8326102500,0.1832610250,0.2036233611,,0.2036233611,0.0000000000,0.0088000000,0.0383015000,0.6702125000,0.1363250000,0.0094900000,0.0383015000,1.6253937500,0.1594250000,1.8326102500,9,1,0.412738,0.345350,0.0164035000,0.3718638250,1.3052950000,0.4040682199,34.500000,634.700000,956,328.509428,73.000000,25467.500000,25544,12270.005225,439.500000,27813.900000,50943,17370.387005,112.500000,735.800000,4388,1355.320794,4487.500000,11998.500000,43620,12596.726861,2776.000000,4070.600000,7937,1841.210049,0,1,1,1,1,0,1,0,0,9,0,0,0,1,cloud_official
anthropic,claude-opus-4-6,claude-opus,(unspecified),9,9,9,0,0,0,1.000000,0.000000,1.000000,0.000000,9,0,9,0,0,2026-08-28 11:18:50,2026-09-12 19:31:12,4530,691,31,6,5258,503.333333,76.777778,3.444444,0.666667,584.222222,0.0309777500,0.0034419722,0.0034419722,,0.0034419722,,0.0226500000,0.0003455000,0.0001937500,0.0001500000,0.0292100000,0.0010365000,0.0005812500,0.0001500000,0.0309777500,9,0,0.131569,0.125223,0.0034312500,0.0062400000,0.0062400000,0.0021255682,219.000000,1243.000000,1243,467.530748,0.000000,162.200000,571,187.145517,0.000000,7.400000,25,8.187049,1.000000,1.000000,1,0.500000,4737.000000,7248.600000,9139,2473.910540,4331.000000,6823.400000,9073,2260.469033,0,0,0,0,0,0,0,0,0,9,0,0,0,0,cloud_official
deepseek,deepseek/deepseek-v4-flash,deepseek-flash,(unspecified),8,8,3,1,4,0,0.750000,0.250000,0.375000,0.125000,3,5,3,5,0,2026-08-10 18:35:35,2026-08-15 02:00:02,475,768,0,111,1354,59.375000,96.000000,0.000000,13.875000,169.250000,0.0000222580,0.0000027823,0.0000074193,0.0000000000,0.0000074193,0.0000000000,0.0000665000,0.0000021504,0.0000000000,0.0000310800,0.0000188650,0.0000002150,0.0000000000,0.0000031780,0.0000222580,3,5,0.617860,0.572707,0.0000000000,0.0000070676,0.0000171990,0.0000059372,0.000000,148.800000,349,120.437224,0.000000,384.000000,384,177.757459,0.000000,0.000000,0,0.000000,0.000000,52.200000,62,25.659515,5456.500000,6209.900000,6590,1740.192580,5438.000000,5898.000000,6013,471.601880,0,5,5,6,8,0,5,0,0,3,0,0,0,5,cloud_official
xai,grok-4.20-0309-reasoning,grok,max,7,7,6,1,0,0,0.857143,0.142857,0.857143,0.142857,6,1,6,1,0,2026-08-28 20:04:17,2026-08-30 11:48:23,17423,32128,0,16740,66291,2489.000000,4589.714286,0.000000,2391.428571,9470.142857,0.0700543500,0.0100077643,0.0116757250,0.0000000000,0.0116757250,0.0000000000,0.0217787500,0.0064256000,0.0000000000,0.0418500000,0.0217787500,0.0064256000,0.0000000000,0.0418500000,0.0700543500,6,1,0.648382,0.641643,0.0100806000,0.0198362400,0.0220206000,0.0083997468,484.000000,7818.400000,8626,3761.607414,7360.000000,8281.600000,8704,4232.188312,0.000000,0.000000,0,0.000000,709.000000,5327.000000,6335,2663.420161,11983.000000,54365.200000,66169,25260.138967,26954.500000,56261.500000,66097,25572.560926,0,1,1,1,7,0,1,0,0,0,6,0,0,1,cloud_exact
xai,grok-build-0.1,grok-build,(unspecified),7,7,7,0,0,0,1.000000,0.000000,1.000000,0.000000,7,0,7,0,0,2026-07-28 23:09:52,2026-09-12 10:00:06,9772,21248,0,1399,32419,1396.000000,3035.428571,0.000000,199.857143,4631.285714,0.0288391500,0.0041198786,0.0041198786,,0.0041198786,,0.0097720000,0.0042496000,0.0000000000,0.0027980000,0.0170617500,0.0071264000,0.0000000000,0.0046510000,0.0288391500,7,0,0.684977,0.714195,0.0013741000,0.0094439100,0.0168588000,0.0058890686,72.000000,3831.400000,9190,3437.600229,128.000000,9305.600000,9344,4348.525223,0.000000,0.000000,0,0.000000,209.000000,258.600000,291,56.066712,3635.000000,4669.600000,4933,868.712402,3635.000000,4267.400000,4631,721.527282,0,0,0,0,7,0,0,0,0,0,7,0,0,0,cloud_exact
xai,grok-4.20-0309-non-reasoning,grok,(unspecified),5,5,3,2,0,0,0.600000,0.400000,0.600000,0.400000,3,2,3,2,0,2026-08-16 10:57:34,2026-08-30 20:01:40,171,384,0,26,581,34.200000,76.800000,0.000000,5.200000,116.200000,0.0003555500,0.0000711100,0.0001185167,0.0000000000,0.0001185167,0.0000000000,0.0002137500,0.0000768000,0.0000000000,0.0000650000,0.0002137500,0.0000768000,0.0000000000,0.0000650000,0.0003555500,3,2,0.691892,0.691892,0.0001168500,0.0001193500,0.0001193500,0.0000649223,57.000000,57.000000,57,31.220186,128.000000,128.000000,128,70.108487,0.000000,0.000000,0,0.000000,8.000000,9.000000,9,4.764452,2140.000000,7107.600000,7302,2829.649007,1985.000000,2109.000000,2140,268.631718,0,2,2,2,5,0,2,0,0,0,3,0,0,2,cloud_exact
deepseek,deepseek-flash,deepseek-flash,none,4,4,4,0,0,0,1.000000,0.000000,1.000000,0.000000,4,0,4,0,0,2026-09-16 22:16:20,2026-09-18 18:57:25,894,0,0,774,1668,223.500000,0.000000,0.000000,193.500000,417.000000,0.0359100000,0.0089775000,0.0089775000,,0.0089775000,,0.0017880000,0.0000000000,0.0000000000,0.0061920000,0.0080460000,0.0000000000,0.0000000000,0.0278640000,0.0359100000,4,0,0.000000,0.000000,0.0084330000,0.0128088000,0.0136350000,0.0039583190,230.000000,246.400000,253,30.347982,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,174.000000,296.400000,321,105.354956,4360.500000,8227.000000,9289,3183.688780,3615.500000,7532.300000,8771,3121.194109,0,0,0,0,4,0,0,0,0,0,0,4,0,0,local_manual
openai,gpt-5.4-mini,gpt-mini,high,4,4,4,0,0,0,1.000000,0.000000,1.000000,0.000000,4,0,4,0,0,2026-08-26 20:51:24,2026-08-26 21:06:48,2670,36999,0,3327,42996,667.500000,9249.750000,0.000000,831.750000,10749.000000,0.0345606188,0.0086401547,0.0086401547,,0.0086401547,,0.0020025000,0.0027749250,0.0000000000,0.0149715000,0.0035043750,0.0048561188,0.0000000000,0.0262001250,0.0345606188,4,0,0.932693,0.932640,0.0070258125,0.0136845319,0.0165255563,0.0054491141,697.500000,738.900000,741,96.071154,9149.500000,9634.900000,9826,406.805748,0.000000,0.000000,0,0.000000,619.500000,1462.700000,1823,681.638895,22923.000000,28963.300000,30127,6508.416365,22212.500000,28169.800000,29437,7250.382381,0,0,0,0,0,0,0,0,0,4,0,0,0,0,cloud_official
xai,grok-4.20-0309,grok-4.20,(unspecified),4,4,1,3,0,0,0.250000,0.750000,0.250000,0.750000,1,3,1,3,0,2026-07-28 23:09:37,2026-08-19 02:05:29,33,1984,0,264,2281,8.250000,496.000000,0.000000,66.000000,570.250000,0.0010980500,0.0002745125,0.0010980500,0.0000000000,0.0010980500,0.0000000000,0.0000412500,0.0003968000,0.0000000000,0.0006600000,0.0000412500,0.0003968000,0.0000000000,0.0006600000,0.0010980500,1,3,0.983639,0.983639,0.0000000000,0.0007686350,0.0010980500,0.0005490250,0.000000,23.100000,33,16.500000,0.000000,1388.800000,1984,992.000000,0.000000,0.000000,0,0.000000,0.000000,184.800000,264,132.000000,7041.500000,7085.700000,7095,1511.988646,4036.000000,4036.000000,4036,,0,3,3,3,4,0,3,0,0,0,1,0,0,3,cloud_exact
xai,grok-4.6,grok,minimal,4,4,2,0,2,0,1.000000,0.000000,0.500000,0.000000,2,2,2,2,0,2026-09-18 16:53:40,2026-09-18 17:04:22,170383,652288,0,505,823176,42595.750000,163072.000000,0.000000,126.250000,205794.000000,3.5777840000,0.8944460000,1.7888920000,,1.7888920000,0.0000000000,0.3646900000,0.6522240000,0.0000000000,0.0053100000,1.2764150000,2.2827840000,0.0000000000,0.0185850000,3.5777840000,2,2,0.792890,0.491398,0.5558980000,2.0597304000,2.4659880000,1.1714737974,5981.000000,114483.300000,158421,77422.458010,64.000000,456550.400000,652160,326058.672250,0.000000,0.000000,0,0.000000,62.500000,303.500000,380,179.135656,6818.500000,17108.000000,19019,9116.564942,10058.500000,15877.300000,17332,10286.282346,0,2,2,2,4,0,2,0,0,0,2,0,0,2,cloud_exact
xai,grok-imagine-image,grok,(unspecified),4,4,1,3,0,0,0.250000,0.750000,0.250000,0.750000,1,3,1,3,0,2026-07-28 23:11:26,2026-07-28 23:17:08,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,,,,,,,,0,4,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,10755.500000,16723.300000,19189,4322.002969,19189.000000,19189.000000,19189,,0,4,4,4,4,0,4,0,0,0,0,0,0,4,
xai,grok-imagine-image-2.0,grok,(unspecified),4,4,1,3,0,0,0.250000,0.750000,0.250000,0.750000,1,3,1,3,0,2026-09-10 09:00:29,2026-09-10 09:02:31,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,,,,,,,,0,4,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,481.000000,16736.200000,23677,11610.152971,23677.000000,23677.000000,23677,,0,4,4,4,4,0,4,0,0,0,0,0,0,4,
xai,grok-4.20-multi-agent-0309,grok,xhigh,3,3,0,3,0,0,0.000000,1.000000,0.000000,1.000000,0,3,0,3,0,2026-08-28 19:57:44,2026-08-30 20:04:37,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,0.0000000000,,0.0000000000,,,,,,,,,,0,3,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,2350.000000,3224.400000,3443,909.638573,,,,,0,3,3,3,3,0,3,0,0,0,0,0,0,3,
xai,grok-4.3,grok,(unspecified),3,3,0,3,0,0,0.000000,1.000000,0.000000,1.000000,0,3,0,3,0,2026-08-05 18:35:23,2026-08-10 18:35:08,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,0.0000000000,,0.0000000000,,,,,,,,,,0,3,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,7076.000000,7108.800000,7117,158.657913,,,,,0,3,3,3,3,0,3,0,0,0,0,0,0,3,
xai,grok-chat-fast,grok,(unspecified),3,3,3,0,0,0,1.000000,0.000000,1.000000,0.000000,3,0,3,0,0,2026-08-10 18:35:24,2026-08-30 20:01:40,10,0,0,29,39,3.333333,0.000000,0.000000,9.666667,13.000000,0.0000000000,0.0000000000,0.0000000000,,0.0000000000,,,,,,,,,,,0,3,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,3.000000,3.800000,4,0.577350,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,9.000000,17.000000,19,9.018500,2908.000000,4160.800000,4474,1067.208664,2908.000000,4160.800000,4474,1067.208664,0,0,0,2,3,0,3,0,0,0,0,0,0,3,
xiaomi,mimo/mimo-v2.5,mimo,(unspecified),3,3,2,0,1,0,1.000000,0.000000,0.666667,0.000000,2,1,2,1,0,2026-08-11 09:31:35,2026-08-15 01:59:24,142,0,0,128,270,47.333333,0.000000,0.000000,42.666667,90.000000,0.0000055720,0.0000018573,0.0000027860,,0.0000027860,0.0000000000,0.0000198800,0.0000000000,0.0000000000,0.0000358400,0.0000019880,0.0000000000,0.0000000000,0.0000035840,0.0000055720,1,2,0.000000,0.000000,0.0000000000,0.0000044576,0.0000055720,0.0000032170,0.000000,113.600000,142,81.983738,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,102.400000,128,73.900834,8007.000000,10063.800000,10578,2791.326029,9292.500000,10320.900000,10578,1817.971534,0,1,1,2,2,0,2,0,0,2,0,0,0,1,cloud_official
openai,codex-auto-review,gpt-luna,high,2,2,2,0,0,0,1.000000,0.000000,1.000000,0.000000,2,0,2,0,0,2026-09-14 15:42:26,2026-09-14 15:42:39,5838,35328,0,511,41677,2919.000000,17664.000000,0.000000,255.500000,20838.500000,0.0024873600,0.0012436800,0.0012436800,,0.0012436800,,0.0011676000,0.0007065600,0.0000000000,0.0006132000,0.0011676000,0.0007065600,0.0000000000,0.0006132000,0.0024873600,2,0,0.858184,0.867004,0.0012436800,0.0017942400,0.0019318800,0.0009732618,2919.000000,4579.800000,4995,2935.907355,17664.000000,17664.000000,17664,0.000000,0.000000,0.000000,0,0.000000,255.500000,437.500000,483,321.733585,23903.500000,36815.900000,40044,22826.114003,16518.000000,24502.800000,26499,14115.265566,0,0,0,0,0,0,0,0,0,2,0,0,0,0,cloud_official
xai,grok-composer-2.5-fast,grok,(unspecified),2,2,2,0,0,0,1.000000,0.000000,1.000000,0.000000,2,0,2,0,0,2026-08-30 19:58:04,2026-08-30 20:01:46,220,192,0,790,1202,110.000000,96.000000,0.000000,395.000000,601.000000,0.0000000000,0.0000000000,0.0000000000,,0.0000000000,,,,,,,,,,,0,2,0.466019,0.466019,0.0000000000,0.0000000000,0.0000000000,0.0000000000,110.000000,186.800000,206,135.764502,96.000000,172.800000,192,135.764502,0.000000,0.000000,0,0.000000,395.000000,446.200000,459,90.509668,5422.000000,6545.200000,6826,1985.555842,5422.000000,6545.200000,6826,1985.555842,0,0,0,0,2,0,2,0,0,0,0,0,0,2,
xai,grok-voice-think-fast-1.0,grok,(unspecified),2,2,0,1,1,0,0.000000,1.000000,0.000000,0.500000,0,2,0,2,0,2026-09-10 08:59:06,2026-09-10 08:59:07,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,0.0000000000,,0.0000000000,,,,,,,,,,0,2,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,2146.000000,2508.400000,2599,640.638744,,,,,0,2,2,2,2,0,2,0,0,0,0,0,0,2,
anthropic,claude-opus-4-7,claude-opus,(unspecified),1,1,1,0,0,0,1.000000,0.000000,1.000000,0.000000,1,0,1,0,0,2026-08-04 11:27:54,2026-08-04 11:27:54,21,0,0,26,47,21.000000,0.000000,0.000000,26.000000,47.000000,0.0007550000,0.0007550000,0.0007550000,,0.0007550000,,0.0001050000,0.0000000000,0.0000000000,0.0006500000,0.0001050000,0.0000000000,0.0000000000,0.0006500000,0.0007550000,1,0,0.000000,0.000000,0.0007550000,0.0007550000,0.0007550000,,21.000000,21.000000,21,,0.000000,0.000000,0,,0.000000,0.000000,0,,26.000000,26.000000,26,,2719.000000,2719.000000,2719,,2719.000000,2719.000000,2719,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cloud_official
openai,gpt-5.3-codex-spark,gpt-codex-spark,(unspecified),1,1,1,0,0,0,1.000000,0.000000,1.000000,0.000000,1,0,1,0,0,2026-08-10 18:34:26,2026-08-10 18:34:26,112,1536,0,86,1734,112.000000,1536.000000,0.000000,86.000000,1734.000000,0.0058408000,0.0058408000,0.0058408000,,0.0058408000,,0.0001960000,0.0002688000,0.0000000000,0.0012040000,0.0006860000,0.0009408000,0.0000000000,0.0042140000,0.0058408000,1,0,0.932039,0.932039,0.0058408000,0.0058408000,0.0058408000,,112.000000,112.000000,112,,1536.000000,1536.000000,1536,,0.000000,0.000000,0,,86.000000,86.000000,86,,2761.000000,2761.000000,2761,,2761.000000,2761.000000,2761,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cloud_official
openai,gpt-5.5,gpt,none,1,1,1,0,0,0,1.000000,0.000000,1.000000,0.000000,1,0,1,0,0,2026-08-17 04:38:13,2026-08-17 04:38:13,695,3840,0,10,4545,695.000000,3840.000000,0.000000,10.000000,4545.000000,0.0113900000,0.0113900000,0.0113900000,,0.0113900000,,0.0034750000,0.0019200000,0.0000000000,0.0003000000,0.0069500000,0.0038400000,0.0000000000,0.0006000000,0.0113900000,1,0,0.846748,0.846748,0.0113900000,0.0113900000,0.0113900000,,695.000000,695.000000,695,,3840.000000,3840.000000,3840,,0.000000,0.000000,0,,10.000000,10.000000,10,,11782.000000,11782.000000,11782,,10224.000000,10224.000000,10224,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cloud_official
xai,grok-stt,grok,(unspecified),1,1,0,1,0,0,0.000000,1.000000,0.000000,1.000000,0,1,0,1,0,2026-09-10 08:59:25,2026-09-10 08:59:25,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,0.0000000000,,0.0000000000,,,,,,,,,,0,1,,,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,563.000000,563.000000,563,,,,,,0,1,1,1,1,0,1,0,0,0,0,0,0,1,
xiaomi,mimo-v2-omni,mimo,(unspecified),1,1,0,0,0,1,,,0.000000,0.000000,1,0,0,0,1,2026-07-29 20:07:34,2026-07-29 20:07:34,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,,0.0000000000,,,,,,,,,,,0,1,,,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,0,0,0,1,
xiaomi,mimo-v2-tts,mimo,(unspecified),1,1,0,0,0,1,,,0.000000,0.000000,1,0,0,0,1,2026-07-29 20:07:51,2026-07-29 20:07:51,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,,0.0000000000,,,,,,,,,,,0,1,,,0.0000000000,0.0000000000,0.0000000000,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,0.000000,0.000000,0,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,0,0,0,1,
